dim1,dim2,perc_zeros,nnz,CSR_time,sable_time
500,1,95,25,450.0,235.0
500,1,99,5,456.5,245.0
500,2,0,1000,896.0,351.0
500,2,20,800,778.0,334.0
500,2,40,600,709.5,291.5
500,2,50,500,655.0,414.0
500,2,75,250,551.0,291.0
500,2,80,200,530.0,410.0
500,2,85,150,502.0,290.0
500,2,90,100,477.0,285.5
500,2,95,50,454.0,337.5
500,2,99,10,450.0,320.0
500,4,0,2000,1263.0,595.0
500,4,20,1600,1103.0,418.0
500,4,40,1200,964.0,477.5
500,4,50,1000,882.5,532.0
500,4,75,500,675.0,496.0
500,4,80,400,624.0,495.0
500,4,85,300,593.0,574.0
500,4,90,200,526.0,600.0
500,4,95,100,471.0,718.0
500,4,99,20,452.0,545.5
500,5,0,2500,1559.0,570.0
500,5,20,2000,1249.0,568.0
500,5,40,1500,1081.0,493.5
500,5,50,1250,992.0,516.0
500,5,75,625,746.0,536.5
500,5,80,500,681.0,591.5
500,5,85,375,616.5,567.0
500,5,90,250,555.0,584.0
500,5,95,125,488.0,565.0
500,5,99,25,459.0,553.0
500,8,0,4000,1534.5,954.5
500,8,20,3200,1638.0,966.0
500,8,40,2400,1397.0,983.0
500,8,50,2000,1242.0,988.5
500,8,75,1000,911.0,737.0
500,8,80,800,831.0,1134.0
500,8,85,600,743.5,783.0
500,8,90,400,650.0,1035.0
500,8,95,200,520.0,984.0
500,8,99,40,453.0,710.5
500,10,0,5000,2268.5,839.0
500,10,20,4000,2022.0,829.0
500,10,40,3000,1664.0,1062.0
500,10,50,2500,1589.0,853.0
500,10,75,1250,1018.0,1085.0
500,10,80,1000,907.0,844.0
500,10,85,750,800.0,964.0
500,10,90,500,695.0,897.0
500,10,95,250,555.0,1075.5
500,10,99,50,449.5,1082.5
500,16,0,8000,2098.0,1369.0
500,16,20,6400,2377.0,1152.0
500,16,40,4800,2143.5,1110.0
500,16,50,4000,1896.0,1487.0
500,16,75,2000,1260.0,1226.0
500,16,80,1600,1102.5,1415.5
500,16,85,1200,1027.0,1160.0
500,16,90,800,822.0,1244.0
500,16,95,400,624.0,1478.0
500,16,99,80,465.0,1227.5
500,20,0,10000,3303.0,1866.5
500,20,20,8000,2875.0,1830.0
500,20,40,6000,2320.5,1340.0
500,20,50,5000,2144.5,2079.5
500,20,75,2500,1632.0,2101.5
500,20,80,2000,1254.0,1458.0
500,20,85,1500,1092.0,1448.0
500,20,90,1000,960.0,1980.5
500,20,95,500,729.0,1461.0
500,20,99,100,468.0,1575.5
500,25,0,12500,4127.5,1669.0
500,25,20,10000,3392.5,1827.5
500,25,40,7500,2724.0,1850.5
500,25,50,6250,2394.0,1760.0
500,25,75,3125,1688.5,1622.5
500,25,80,2500,1648.5,1658.0
500,25,85,1875,1221.0,1886.0
500,25,90,1250,1025.5,1650.5
500,25,95,625,750.0,1668.0
500,25,99,125,488.0,1739.0
500,40,0,20000,5684.5,2953.0
500,40,20,16000,4852.0,2393.0
500,40,40,12000,3837.0,2866.0
500,40,50,10000,3413.0,2375.0
500,40,75,5000,2130.0,2668.0
500,40,80,4000,1898.5,2669.0
500,40,85,3000,1717.0,2656.5
500,40,90,2000,1261.0,3363.5
500,40,95,1000,943.5,3118.5
500,40,99,200,519.0,3217.0
500,50,0,25000,6966.5,3573.0
500,50,20,20000,5883.5,2948.0
500,50,40,15000,4606.0,2783.5
500,50,50,12500,4021.0,2888.0
500,50,75,6250,2408.0,3228.0
500,50,80,5000,2131.5,2809.5
500,50,85,3750,1840.5,2920.5
500,50,90,2500,1650.0,2918.0
500,50,95,1250,1020.0,3552.0
500,50,99,250,548.0,2911.0
500,80,0,40000,8627.5,5906.5
500,80,20,32000,8982.0,5048.0
500,80,40,24000,6930.0,4994.0
500,80,50,20000,5859.5,5840.0
500,80,75,10000,3434.5,4992.5
500,80,80,8000,2910.0,4327.0
500,80,85,6000,2377.0,4922.5
500,80,90,4000,2052.0,5807.0
500,80,95,2000,1244.0,4980.5
500,80,99,400,645.0,5117.0
500,100,0,50000,13342.5,6421.5
500,100,20,40000,11178.0,7345.5
500,100,40,30000,8464.0,5285.5
500,100,50,25000,7152.5,5174.0
500,100,75,12500,3979.5,5594.0
500,100,80,10000,3388.5,5311.5
500,100,85,7500,2750.0,6272.0
500,100,90,5000,2131.0,6381.5
500,100,95,2500,1645.0,5266.5
500,100,99,500,706.0,5928.5
500,125,0,62500,16550.5,7402.0
500,125,20,50000,13616.0,7469.0
500,125,40,37500,10402.5,6393.5
500,125,50,31250,8796.0,7588.5
500,125,75,15625,4764.0,7601.5
500,125,80,12500,3969.0,7505.0
500,125,85,9375,3267.0,7570.0
500,125,90,6250,2397.0,7385.5
500,125,95,3125,1784.5,6435.5
500,125,99,625,751.0,7464.5
500,200,0,100000,24764.0,11884.5
500,200,20,80000,21446.5,11896.5
500,200,40,60000,16314.5,11597.5
500,200,50,50000,13830.0,11527.5
500,200,75,25000,7179.0,11602.5
500,200,80,20000,5873.0,9809.0
500,200,85,15000,4620.0,9876.5
500,200,90,10000,3380.5,9922.5
500,200,95,5000,2118.5,11616.5
500,200,99,1000,950.5,9911.5
500,250,0,125000,33283.0,14309.5
500,250,20,100000,27748.0,14400.5
500,250,40,75000,20143.5,14416.0
500,250,50,62500,16946.5,12229.5
500,250,75,31250,8870.0,14481.0
500,250,80,25000,7145.5,12207.0
500,250,85,18750,5575.5,14377.0
500,250,90,12500,3968.0,12227.0
500,250,95,6250,2402.5,12263.0
500,250,99,1250,1030.0,12245.5
500,400,0,200000,61538.0,25411.0
500,400,20,160000,44030.5,21690.0
500,400,40,120000,32232.0,22148.0
500,400,50,100000,26626.0,21709.5
500,400,75,50000,13701.0,23474.5
500,400,80,40000,11140.5,20325.5
500,400,85,30000,8442.0,21033.5
500,400,90,20000,5882.0,22348.0
500,400,95,10000,3371.0,22695.5
500,400,99,2000,1271.5,22160.0
500,500,0,250000,88361.0,34940.5
500,500,20,200000,61924.5,36868.0
500,500,40,150000,41529.5,38643.0
500,500,50,125000,34207.0,35648.0
500,500,75,62500,16979.5,31433.5
500,500,80,50000,13806.0,31395.0
500,500,85,37500,10433.5,34987.0
500,500,90,25000,7130.0,33246.0
500,500,95,12500,3963.0,32501.5
500,500,99,2500,1680.5,34365.0
500,625,0,312500,114602.0,57238.5
500,625,20,250000,87128.0,56812.5
500,625,40,187500,56410.0,58191.0
500,625,50,156250,43452.0,55863.5
500,625,75,78125,21143.0,54614.0
500,625,80,62500,16902.5,56685.5
500,625,85,46875,13020.0,56563.5
500,625,90,31250,8889.0,57555.5
500,625,95,15625,4723.5,56670.5
500,625,99,3125,1782.5,55651.5
500,1000,0,500000,180992.0,118401.0
500,1000,20,400000,145726.0,118998.0
500,1000,40,300000,107594.5,119391.5
500,1000,50,250000,86085.5,118858.5
500,1000,75,125000,34182.0,119341.5
500,1000,80,100000,27208.5,119669.5
500,1000,85,75000,20373.5,118504.5
500,1000,90,50000,13928.5,119051.0
500,1000,95,25000,7199.5,119575.5
500,1000,99,5000,2090.0,119000.5
500,1250,0,625000,227345.0,150197.5
500,1250,20,500000,183300.5,149658.0
500,1250,40,375000,135623.0,150095.5
500,1250,50,312500,112333.0,149800.0
500,1250,75,156250,43646.0,150186.0
500,1250,80,125000,35523.0,150011.0
500,1250,85,93750,25073.5,149960.5
500,1250,90,62500,17012.5,149888.5
500,1250,95,31250,8835.5,150520.5
500,1250,99,6250,2416.0,150031.5
500,2000,40,600000,219702.0,241551.0
500,2000,50,500000,184451.0,241176.0
500,2000,75,250000,84880.5,240863.5
500,2000,80,200000,62024.5,240785.5
500,2000,85,150000,41473.0,240162.0
500,2000,90,100000,27166.0,240542.5
500,2000,95,50000,13889.5,240600.0
500,2000,99,10000,3386.5,240145.5
625,1,0,625,802.0,361.5
625,1,20,500,730.0,480.0
625,1,40,375,672.0,347.5
625,1,50,312,653.0,507.0
625,1,75,156,570.0,476.5
625,1,80,125,553.0,352.0
625,1,85,93,529.0,506.0
625,1,90,62,524.0,467.0
625,1,95,31,530.0,459.0
625,1,99,6,523.0,376.0
625,2,0,1250,1072.0,379.0
625,2,20,1000,945.0,390.0
625,2,40,750,834.0,355.0
625,2,50,625,790.0,356.0
625,2,75,312,644.0,338.0
625,2,80,250,615.0,361.0
625,2,85,187,584.0,367.0
625,2,90,125,550.0,461.5
625,2,95,62,526.0,380.0
625,2,99,12,527.0,371.0
625,4,0,2500,1530.0,417.0
625,4,20,2000,1327.0,507.0
625,4,40,1500,1192.0,613.0
625,4,50,1250,1052.0,498.0
625,4,75,625,799.0,492.0
625,4,80,500,740.0,491.5
625,4,85,375,678.0,546.0
625,4,90,250,618.0,750.0
625,4,95,125,548.0,491.0
625,4,99,25,521.0,516.0
625,5,0,3125,1925.5,592.0
625,5,20,2500,1526.5,617.0
625,5,40,1875,1315.0,720.0
625,5,50,1562,1215.0,630.5
625,5,75,781,872.5,718.0
625,5,80,625,804.0,732.0
625,5,85,468,735.0,638.5
625,5,90,312,677.0,585.5
625,5,95,156,567.0,675.0
625,5,99,31,527.0,589.5
625,8,0,5000,1836.5,885.0
625,8,20,4000,2062.0,940.0
625,8,40,3000,1725.5,1068.5
625,8,50,2500,1553.0,1268.0
625,8,75,1250,1116.0,837.0
625,8,80,1000,1007.0,880.5
625,8,85,750,901.0,1333.0
625,8,90,500,764.5,949.5
625,8,95,250,616.0,1087.0
625,8,99,50,524.0,926.5
625,10,0,6250,2757.0,1492.0
625,10,20,5000,2266.5,1333.0
625,10,40,3750,2082.5,1028.0
625,10,50,3125,1984.0,1277.0
625,10,75,1562,1235.0,990.5
625,10,80,1250,1114.0,1458.0
625,10,85,937,977.0,1509.5
625,10,90,625,819.0,1459.0
625,10,95,312,655.5,1121.0
625,10,99,62,522.0,1011.0
625,16,0,10000,2957.0,1774.5
625,16,20,8000,2887.0,1737.5
625,16,40,6000,2572.5,1450.5
625,16,50,5000,2311.0,1453.0
625,16,75,2500,1520.0,1907.0
625,16,80,2000,1388.0,1868.5
625,16,85,1500,1216.0,1484.0
625,16,90,1000,1007.0,1945.0
625,16,95,500,772.5,1859.0
625,16,99,100,533.5,1420.0
625,20,0,12500,3875.0,1628.0
625,20,20,10000,3501.0,1749.5
625,20,40,7500,2868.0,1813.0
625,20,50,6250,2620.5,2040.0
625,20,75,3125,2020.0,1817.0
625,20,80,2500,1519.5,2094.0
625,20,85,1875,1362.0,1707.0
625,20,90,1250,1115.0,2232.5
625,20,95,625,806.5,1977.0
625,20,99,125,544.0,1706.0
625,25,0,15625,5130.0,2116.0
625,25,20,12500,4169.0,2197.5
625,25,40,9375,3354.5,2225.0
625,25,50,7812,2991.0,2077.0
625,25,75,3906,2101.5,2107.0
625,25,80,3125,2015.5,2070.5
625,25,85,2343,1469.5,2135.5
625,25,90,1562,1245.0,2087.0
625,25,95,781,889.0,2123.0
625,25,99,156,574.5,2098.0
625,40,0,25000,5570.0,3220.0
625,40,20,20000,5980.5,3102.5
625,40,40,15000,4775.0,3546.5
625,40,50,12500,4204.0,3099.0
625,40,75,6250,2624.5,3230.5
625,40,80,5000,2351.0,3486.0
625,40,85,3750,2121.5,3812.0
625,40,90,2500,1525.0,3221.0
625,40,95,1250,1113.0,3208.0
625,40,99,250,619.0,3811.5
625,50,0,31250,8651.5,4611.5
625,50,20,25000,7349.0,3787.5
625,50,40,18750,5703.0,3899.0
625,50,50,15625,4915.5,4360.0
625,50,75,7812,2948.0,4289.0
625,50,80,6250,2612.5,3802.5
625,50,85,4687,2273.5,4567.0
625,50,90,3125,2036.0,3826.5
625,50,95,1562,1244.0,3892.0
625,50,99,312,651.0,4439.5
625,80,0,50000,13632.0,5897.0
625,80,20,40000,11211.0,5872.5
625,80,40,30000,8644.0,6037.0
625,80,50,25000,7294.0,5938.0
625,80,75,12500,4173.5,6912.0
625,80,80,10000,3526.0,5872.5
625,80,85,7500,2869.0,6180.5
625,80,90,5000,2340.0,5213.0
625,80,95,2500,1588.0,6178.0
625,80,99,500,755.0,6982.5
625,100,0,62500,16646.0,8255.0
625,100,20,50000,13850.5,6360.0
625,100,40,37500,10492.5,7251.0
625,100,50,31250,8951.0,7327.5
625,100,75,15625,4944.0,7317.0
625,100,80,12500,4209.5,7236.5
625,100,85,9375,3415.0,6281.5
625,100,90,6250,2589.0,7322.0
625,100,95,3125,2039.0,6409.5
625,100,99,625,841.0,8209.0
625,125,0,78125,20752.5,9194.5
625,125,20,62500,16977.5,8819.5
625,125,40,46875,12997.0,8812.5
625,125,50,39062,10971.5,8973.5
625,125,75,19531,5934.5,9101.5
625,125,80,15625,4912.0,9140.0
625,125,85,11718,4006.0,8885.5
625,125,90,7812,2982.0,8834.0
625,125,95,3906,2250.0,8902.5
625,125,99,781,921.0,8909.0
625,200,0,125000,31380.5,13961.5
625,200,20,100000,26712.5,14025.0
625,200,40,75000,20304.0,14027.5
625,200,50,62500,17103.5,14044.0
625,200,75,31250,8949.0,14130.0
625,200,80,25000,7335.5,13970.0
625,200,85,18750,5680.5,13976.5
625,200,90,12500,4187.5,13937.0
625,200,95,6250,2590.0,13978.5
625,200,99,1250,1099.0,13983.0
625,250,0,156250,42455.0,18366.5
625,250,20,125000,33629.5,17539.5
625,250,40,93750,26015.5,17381.5
625,250,50,78125,21110.0,17531.5
625,250,75,39062,10974.0,15356.5
625,250,80,31250,8931.0,18259.0
625,250,85,23437,6955.0,17912.0
625,250,90,15625,4923.0,17792.0
625,250,95,7812,2952.0,18175.0
625,250,99,1562,1248.0,18166.5
625,400,0,250000,83237.0,34156.0
625,400,20,200000,62721.0,34199.0
625,400,40,150000,41465.0,34255.0
625,400,50,125000,33919.0,34427.5
625,400,75,62500,17412.5,35643.0
625,400,80,50000,13832.5,34875.5
625,400,85,37500,10580.0,32726.5
625,400,90,25000,7312.0,33649.5
625,400,95,12500,4159.5,33942.5
625,400,99,2500,1540.0,34758.5
625,500,0,312500,115842.5,54100.5
625,500,20,250000,85898.0,55731.0
625,500,40,187500,57170.0,57238.5
625,500,50,156250,42780.5,57846.0
625,500,75,78125,21166.5,56170.5
625,500,80,62500,17223.0,56771.5
625,500,85,46875,12994.5,56212.5
625,500,90,31250,8902.0,57516.0
625,500,95,15625,4909.0,56999.0
625,500,99,3125,2062.0,55451.5
625,625,0,390625,145476.0,85799.5
625,625,20,312500,113319.5,84313.0
625,625,40,234375,77591.0,86535.5
625,625,50,195312,61106.0,87396.0
625,625,75,97656,27009.5,86300.5
625,625,80,78125,21217.5,86140.0
625,625,85,58593,16099.0,86275.0
625,625,90,39062,10991.0,85268.5
625,625,95,19531,5914.0,83393.5
625,625,99,3906,2137.5,86350.5
625,1000,0,625000,227017.5,149027.5
625,1000,20,500000,182833.5,149195.5
625,1000,40,375000,138073.5,149355.0
625,1000,50,312500,114190.5,149360.0
625,1000,75,156250,44423.0,150171.0
625,1000,80,125000,34422.5,149155.0
625,1000,85,93750,25385.5,149502.5
625,1000,90,62500,17203.0,149476.0
625,1000,95,31250,8923.0,149518.5
625,1000,99,6250,2579.5,149349.5
625,1250,20,625000,226946.0,187019.0
625,1250,40,468750,169781.5,187164.0
625,1250,50,390625,142408.0,187158.5
625,1250,75,195312,59756.0,187384.0
625,1250,80,156250,43705.0,186849.5
625,1250,85,117187,32798.5,187045.5
625,1250,90,78125,21264.5,187479.5
625,1250,95,39062,11077.5,186550.5
625,1250,99,7812,2935.5,187505.5
1000,1,0,1000,1181.5,409.0
1000,1,20,800,1074.0,409.0
1000,1,40,600,988.0,411.0
1000,1,50,500,951.5,408.0
1000,1,75,250,818.0,379.0
1000,1,80,200,781.0,580.5
1000,1,85,150,750.0,378.0
1000,1,90,100,740.0,269.5
1000,1,95,50,738.0,581.0
1000,1,99,10,744.0,366.0
1000,2,0,2000,1614.0,490.5
1000,2,20,1600,1414.0,419.0
1000,2,40,1200,1233.0,413.0
1000,2,50,1000,1166.0,598.0
1000,2,75,500,944.0,415.0
1000,2,80,400,890.5,412.5
1000,2,85,300,840.0,492.0
1000,2,90,200,804.0,414.0
1000,2,95,100,741.0,559.0
1000,2,99,20,737.0,555.0
1000,4,0,4000,2401.0,723.5
1000,4,20,3200,2090.5,706.5
1000,4,40,2400,1808.5,745.0
1000,4,50,2000,1633.0,742.5
1000,4,75,1000,1204.0,730.0
1000,4,80,800,1150.0,730.0
1000,4,85,600,1003.0,700.0
1000,4,90,400,899.0,849.0
1000,4,95,200,780.5,842.5
1000,4,99,40,739.0,867.5
1000,5,0,5000,3030.5,948.0
1000,5,20,4000,2412.0,809.5
1000,5,40,3000,2067.5,795.5
1000,5,50,2500,1873.0,798.0
1000,5,75,1250,1308.5,811.0
1000,5,80,1000,1164.0,944.5
1000,5,85,750,1105.0,945.0
1000,5,90,500,949.0,946.0
1000,5,95,250,806.0,944.0
1000,5,99,50,736.0,809.5
1000,8,0,8000,2695.0,1273.0
1000,8,20,6400,3200.0,1148.0
1000,8,40,4800,2726.0,1407.0
1000,8,50,4000,2425.0,1462.0
1000,8,75,2000,1719.0,1519.0
1000,8,80,1600,1516.0,1410.0
1000,8,85,1200,1315.5,1308.0
1000,8,90,800,1141.0,1463.5
1000,8,95,400,894.5,1262.0
1000,8,99,80,736.0,1032.0
1000,10,0,10000,4287.0,1820.0
1000,10,20,8000,3483.0,1350.0
1000,10,40,6000,3233.0,1726.0
1000,10,50,5000,3147.5,1742.0
1000,10,75,2500,1901.0,1449.0
1000,10,80,2000,1696.5,1306.5
1000,10,85,1500,1473.0,1922.0
1000,10,90,1000,1232.0,1779.0
1000,10,95,500,961.0,1844.0
1000,10,99,100,734.0,1856.0
1000,16,0,16000,4557.5,2390.0
1000,16,20,12800,4497.0,2092.0
1000,16,40,9600,3990.5,2334.0
1000,16,50,8000,3578.5,2478.0
1000,16,75,4000,2708.5,2080.0
1000,16,80,3200,2096.5,2673.0
1000,16,85,2400,1853.0,2042.5
1000,16,90,1600,1520.0,2422.0
1000,16,95,800,1134.5,2582.0
1000,16,99,160,760.0,2078.0
1000,20,0,20000,6425.0,2476.5
1000,20,20,16000,5532.0,3021.5
1000,20,40,12000,4443.0,2384.0
1000,20,50,10000,4030.0,3204.0
1000,20,75,5000,3179.0,2499.5
1000,20,80,4000,2388.0,3044.0
1000,20,85,3000,2061.0,2490.0
1000,20,90,2000,1717.5,2761.5
1000,20,95,1000,1255.0,2380.0
1000,20,99,200,791.0,2599.5
1000,25,0,25000,8039.5,3021.0
1000,25,20,20000,6587.0,2970.5
1000,25,40,15000,5236.0,2864.5
1000,25,50,12500,4557.0,2950.0
1000,25,75,6250,3262.0,3004.5
1000,25,80,5000,3165.0,2929.5
1000,25,85,3750,2311.0,2951.5
1000,25,90,2500,1929.0,2976.5
1000,25,95,1250,1372.5,2878.0
1000,25,99,250,816.0,3051.5
1000,40,0,40000,11174.5,5050.5
1000,40,20,32000,9425.5,4544.5
1000,40,40,24000,7517.5,5196.0
1000,40,50,20000,6552.5,5308.0
1000,40,75,10000,3995.5,4516.5
1000,40,80,8000,3609.5,4755.5
1000,40,85,6000,3264.0,4411.5
1000,40,90,4000,2392.5,4542.5
1000,40,95,2000,1728.0,5134.5
1000,40,99,400,885.0,5014.5
1000,50,0,50000,13723.0,5386.5
1000,50,20,40000,11630.0,5514.0
1000,50,40,30000,8981.0,5406.0
1000,50,50,25000,7763.0,5249.5
1000,50,75,12500,4580.5,5406.0
1000,50,80,10000,4019.5,5884.5
1000,50,85,7500,3472.0,6365.5
1000,50,90,5000,3214.0,6338.5
1000,50,95,2500,1889.0,5382.5
1000,50,99,500,970.0,5283.5
1000,80,0,80000,17146.0,8626.5
1000,80,20,64000,17847.0,8475.0
1000,80,40,48000,13679.0,8161.5
1000,80,50,40000,11599.5,8521.5
1000,80,75,20000,6590.0,8242.5
1000,80,80,16000,5562.5,8403.0
1000,80,85,12000,4473.0,8539.0
1000,80,90,8000,3603.5,8372.0
1000,80,95,4000,2386.0,8473.5
1000,80,99,800,1138.0,8157.5
1000,100,0,100000,24451.5,10452.5
1000,100,20,80000,22344.5,10260.0
1000,100,40,60000,16774.5,10192.5
1000,100,50,50000,14202.0,9903.0
1000,100,75,25000,7789.5,10078.5
1000,100,80,20000,6580.0,10056.0
1000,100,85,15000,5276.0,10075.0
1000,100,90,10000,3993.5,10089.5
1000,100,95,5000,3228.0,9960.0
1000,100,99,1000,1234.0,10052.0
1000,125,0,125000,33412.0,12340.5
1000,125,20,100000,27195.5,12517.0
1000,125,40,75000,20722.5,12373.0
1000,125,50,62500,17441.5,12518.0
1000,125,75,31250,9347.0,12441.5
1000,125,80,25000,7764.5,12381.0
1000,125,85,18750,6279.0,12480.5
1000,125,90,12500,4608.0,12753.5
1000,125,95,6250,3278.0,12560.0
1000,125,99,1250,1376.0,12498.0
1000,200,0,200000,57120.5,20978.0
1000,200,20,160000,45825.0,21549.0
1000,200,40,120000,33838.0,20870.5
1000,200,50,100000,27364.0,22538.0
1000,200,75,50000,14135.5,21692.0
1000,200,80,40000,11645.5,21600.5
1000,200,85,30000,9017.0,21583.5
1000,200,90,20000,6539.5,20757.0
1000,200,95,10000,4055.0,20762.0
1000,200,99,2000,1754.0,22337.0
1000,250,0,250000,88458.0,34137.5
1000,250,20,200000,63556.5,32039.5
1000,250,40,150000,42742.0,34630.5
1000,250,50,125000,35816.5,33052.5
1000,250,75,62500,17529.0,33301.0
1000,250,80,50000,14128.5,32595.0
1000,250,85,37500,10899.0,33989.5
1000,250,90,25000,7800.5,32738.0
1000,250,95,12500,4655.5,31898.5
1000,250,99,2500,1938.0,32894.5
1000,400,0,400000,145309.0,89993.0
1000,400,20,320000,117251.5,90147.5
1000,400,40,240000,82388.5,90538.0
1000,400,50,200000,64445.0,88541.5
1000,400,75,100000,27421.0,87814.0
1000,400,80,80000,22110.0,89078.0
1000,400,85,60000,16859.5,91118.5
1000,400,90,40000,11588.0,86953.5
1000,400,95,20000,6546.0,85988.0
1000,400,99,4000,2500.0,89161.0
1000,500,0,500000,183945.5,119422.5
1000,500,20,400000,147726.0,119346.0
1000,500,40,300000,107739.0,118238.5
1000,500,50,250000,86178.0,118966.5
1000,500,75,125000,35064.0,119792.0
1000,500,80,100000,27529.5,119158.0
1000,500,85,75000,20794.0,118921.5
1000,500,90,50000,14128.5,119043.0
1000,500,95,25000,7779.0,118853.5
1000,500,99,5000,3216.5,118683.5
1000,625,0,625000,231597.0,149944.0
1000,625,20,500000,184059.0,150515.5
1000,625,40,375000,138535.0,150034.5
1000,625,50,312500,113993.5,149623.0
1000,625,75,156250,44882.5,150088.0
1000,625,80,125000,34829.0,150211.5
1000,625,85,93750,25856.5,150020.0
1000,625,90,62500,17421.0,149925.0
1000,625,95,31250,9317.0,150079.0
1000,625,99,6250,3269.0,150129.0
1000,1000,40,600000,221480.5,240866.0
1000,1000,50,500000,183489.0,241345.5
1000,1000,75,250000,86540.5,241223.5
1000,1000,80,200000,63959.0,241904.5
1000,1000,85,150000,42493.5,240633.0
1000,1000,90,100000,27379.5,240540.0
1000,1000,95,50000,14180.0,240878.0
1000,1000,99,10000,4004.0,241505.0
1250,1,0,1250,1438.0,632.0
1250,1,20,1000,1312.0,417.0
1250,1,40,750,1199.0,347.0
1250,1,50,625,1156.0,448.5
1250,1,75,312,972.0,612.0
1250,1,80,250,941.0,694.0
1250,1,85,187,930.5,452.0
1250,1,90,125,916.0,506.0
1250,1,95,62,879.0,664.0
1250,1,99,12,888.0,525.0
1250,2,0,2500,1986.5,521.0
1250,2,20,2000,1719.0,706.0
1250,2,40,1500,1497.0,705.0
1250,2,50,1250,1407.5,716.0
1250,2,75,625,1162.5,680.0
1250,2,80,500,1087.0,680.0
1250,2,85,375,1001.0,681.0
1250,2,90,250,937.0,679.5
1250,2,95,125,890.0,523.5
1250,2,99,25,882.5,536.0
1250,4,0,5000,2942.0,863.0
1250,4,20,4000,2545.0,990.0
1250,4,40,3000,2244.0,870.0
1250,4,50,2500,1996.0,1003.0
1250,4,75,1250,1463.5,1002.0
1250,4,80,1000,1392.0,840.0
1250,4,85,750,1253.5,984.0
1250,4,90,500,1082.0,836.0
1250,4,95,250,943.0,969.0
1250,4,99,50,879.0,852.0
1250,5,0,6250,3731.0,1052.0
1250,5,20,5000,2963.5,1029.5
1250,5,40,3750,2529.0,1048.0
1250,5,50,3125,2318.0,1124.0
1250,5,75,1562,1578.5,1036.0
1250,5,80,1250,1485.0,1011.0
1250,5,85,937,1324.5,1136.0
1250,5,90,625,1148.0,1065.5
1250,5,95,312,965.0,1155.0
1250,5,99,62,883.0,1116.0
1250,8,0,10000,3293.0,1455.0
1250,8,20,8000,3945.5,1381.0
1250,8,40,6000,3329.5,1351.0
1250,8,50,5000,3069.0,1979.0
1250,8,75,2500,2105.5,1426.0
1250,8,80,2000,1860.5,1347.0
1250,8,85,1500,1622.0,2020.0
1250,8,90,1000,1336.0,1398.0
1250,8,95,500,1062.0,1737.0
1250,8,99,100,890.0,1440.0
1250,10,0,12500,5341.5,1698.0
1250,10,20,10000,4290.0,1926.0
1250,10,40,7500,3934.5,1818.0
1250,10,50,6250,3854.0,1832.0
1250,10,75,3125,2330.0,1800.0
1250,10,80,2500,2133.0,1688.5
1250,10,85,1875,1827.0,1808.5
1250,10,90,1250,1531.0,1655.5
1250,10,95,625,1132.5,2092.0
1250,10,99,125,892.0,1766.0
1250,16,0,20000,6164.5,2562.0
1250,16,20,16000,5575.5,3109.0
1250,16,40,12000,4953.0,3246.0
1250,16,50,10000,4417.0,2335.0
1250,16,75,5000,2969.0,2468.0
1250,16,80,4000,2637.5,2654.5
1250,16,85,3000,2305.0,2454.5
1250,16,90,2000,1890.5,2464.0
1250,16,95,1000,1387.5,2335.5
1250,16,99,200,920.5,2359.0
1250,20,0,25000,7934.0,3646.0
1250,20,20,20000,6893.5,3004.5
1250,20,40,15000,5516.5,2988.5
1250,20,50,12500,5002.0,2791.0
1250,20,75,6250,3923.0,3617.5
1250,20,80,5000,2944.0,3382.5
1250,20,85,3750,2593.0,3130.0
1250,20,90,2500,2129.5,3829.5
1250,20,95,1250,1516.0,3224.0
1250,20,99,250,935.5,3663.0
1250,25,0,31250,10059.0,3275.5
1250,25,20,25000,8176.0,3901.0
1250,25,40,18750,6506.0,3655.0
1250,25,50,15625,5663.0,3671.0
1250,25,75,7812,4040.0,3663.0
1250,25,80,6250,3931.5,3711.0
1250,25,85,4687,3094.0,3660.0
1250,25,90,3125,2369.5,3375.0
1250,25,95,1562,1666.0,3907.0
1250,25,99,312,979.0,3304.0
1250,40,0,50000,14013.0,5749.5
1250,40,20,40000,12179.0,5860.5
1250,40,40,30000,9353.5,5634.5
1250,40,50,25000,8152.0,4907.5
1250,40,75,12500,4942.5,5619.0
1250,40,80,10000,4424.0,4852.0
1250,40,85,7500,4028.0,5826.5
1250,40,90,5000,3004.5,5002.5
1250,40,95,2500,2090.0,6348.5
1250,40,99,500,1071.0,4991.0
1250,50,0,62500,17052.5,6813.0
1250,50,20,50000,14460.0,6973.0
1250,50,40,37500,11164.0,6979.5
1250,50,50,31250,9660.5,6025.0
1250,50,75,15625,5742.5,6904.5
1250,50,80,12500,4991.0,6979.5
1250,50,85,9375,4302.5,7025.0
1250,50,90,6250,3952.5,6855.0
1250,50,95,3125,2364.0,5953.5
1250,50,99,625,1160.5,6867.0
1250,80,0,100000,27663.0,10916.5
1250,80,20,80000,22274.5,10739.5
1250,80,40,60000,17064.0,10892.0
1250,80,50,50000,14429.0,10857.0
1250,80,75,25000,8185.0,10859.5
1250,80,80,20000,6945.0,10742.0
1250,80,85,15000,5583.5,10744.0
1250,80,90,10000,4451.0,10930.5
1250,80,95,5000,2960.5,10723.0
1250,80,99,1000,1399.5,10732.0
1250,100,0,125000,33554.0,11490.5
1250,100,20,100000,28967.5,13580.0
1250,100,40,75000,20952.5,13374.0
